timestamp,image_filename,x_position,y_position,theta,width,height,encoding
1746003554.956538,camera_data_20250430_175913_000001.jpg,0.03987329694326758,0.0010339126332248203,0.14391014044446857,640,480,bgra8
1746003555.156199,camera_data_20250430_175913_000002.jpg,0.04145418271857831,0.0012759218188405984,0.1599003549200952,640,480,bgra8
1746003555.3573604,camera_data_20250430_175913_000003.jpg,0.04773299258552236,0.0024957120959573555,0.22386129192631135,640,480,bgra8
1746003555.5568614,camera_data_20250430_175913_000004.jpg,0.04928950393044531,0.0028632081679572357,0.23985153703038414,640,480,bgra8
1746003555.756802,camera_data_20250430_175913_000005.jpg,0.05083994049767165,0.003255545276372857,0.25584178420592263,640,480,bgra8
1746003555.9566514,camera_data_20250430_175913_000006.jpg,0.052383905784395876,0.003672623098455883,0.2718320327698165,640,480,bgra8
1746003556.1578867,camera_data_20250430_175913_000007.jpg,0.055450844708041666,0.004580567917315727,0.3038125371224371,640,480,bgra8
1746003556.3563247,camera_data_20250430_175913_000008.jpg,0.061541121873476226,0.006489982641672821,0.30381248208268263,640,480,bgra8
1746003556.5564308,camera_data_20250430_175913_000009.jpg,0.06763105056212171,0.00839928783582095,0.30381245450954636,640,480,bgra8
1746003556.756528,camera_data_20250430_175913_000010.jpg,0.0798108671971393,0.012217885134082196,0.303812437844883,640,480,bgra8
1746003556.9562287,camera_data_20250430_175913_000011.jpg,0.09199071042871428,0.016036490638138855,0.30381243209766146,640,480,bgra8
1746003557.1564038,camera_data_20250430_175913_000012.jpg,0.09352046472305496,0.016502698186556235,0.28782317619495446,640,480,bgra8
1746003557.356345,camera_data_20250430_175913_000013.jpg,0.0966014520501038,0.017361470596810483,0.25584341679743927,640,480,bgra8
1746003557.556374,camera_data_20250430_175913_000014.jpg,0.09815186435456077,0.017753804439599244,0.23985338879000564,640,480,bgra8
1746003557.7564273,camera_data_20250430_175913_000015.jpg,0.10127053255934859,0.018463860993871952,0.20787317412523468,640,480,bgra8
1746003557.9564009,camera_data_20250430_175913_000016.jpg,0.10127053255934859,0.018463860993871952,0.20787317412523468,640,480,bgra8
1746003558.1567585,camera_data_20250430_175913_000017.jpg,0.10441032464862116,0.01907383842309647,0.17589282267551387,640,480,bgra8
1746003558.3563411,camera_data_20250430_175913_000018.jpg,0.11228828726316285,0.020357344318715876,0.15990262286084048,640,480,bgra8
1746003558.5562568,camera_data_20250430_175913_000019.jpg,0.12488987766260386,0.022389723153098902,0.15990262221319104,640,480,bgra8
1746003558.7562206,camera_data_20250430_175913_000020.jpg,0.1311906663061475,0.023405911484668702,0.15990261729241764,640,480,bgra8
1746003558.956401,camera_data_20250430_175913_000021.jpg,0.14379227201809136,0.02543829264866706,0.15990260995645014,640,480,bgra8
1746003559.1571078,camera_data_20250430_175913_000022.jpg,0.15639391873829062,0.02747068034892511,0.1599026044627143,640,480,bgra8
1746003559.3566706,camera_data_20250430_175913_000023.jpg,0.1626947486160839,0.028486875219437286,0.15990260061026332,640,480,bgra8
1746003559.556381,camera_data_20250430_175913_000024.jpg,0.16584378302998848,0.02904654899487606,0.19188155284170766,640,480,bgra8
1746003559.7567592,camera_data_20250430_175913_000025.jpg,0.16897337240574573,0.02970663623790862,0.22386127663290648,640,480,bgra8
1746003559.9563615,camera_data_20250430_175913_000026.jpg,0.1720802750845861,0.030466457375157754,0.25584120432023494,640,480,bgra8
1746003560.1567733,camera_data_20250430_175913_000027.jpg,0.17516130403352795,0.0313252344722135,0.28782122580903535,640,480,bgra8
1746003560.3566973,camera_data_20250430_175913_000028.jpg,0.17669112700364553,0.03179146031650918,0.30381123191316917,640,480,bgra8
1746003560.5561607,camera_data_20250430_175913_000029.jpg,0.1782132980453722,0.03228208681257138,0.31980120481589264,640,480,bgra8
1746003560.757067,camera_data_20250430_175913_000030.jpg,0.1812331175473317,0.033336028798507555,0.3517808651754645,640,480,bgra8
1746003560.9565654,camera_data_20250430_175913_000031.jpg,0.18722474540929432,0.0355352388149208,0.35177944913583176,640,480,bgra8
1746003561.156609,camera_data_20250430_175913_000032.jpg,0.1992077320876352,0.039933619623245674,0.35178376787374016,640,480,bgra8
1746003561.3562894,camera_data_20250430_175913_000033.jpg,0.21119040758811636,0.044331870636654086,0.3517831658575452,640,480,bgra8
1746003561.556425,camera_data_20250430_175913_000034.jpg,0.22317316883531446,0.048730149363132254,0.35178307629721184,640,480,bgra8
1746003561.7563865,camera_data_20250430_175913_000035.jpg,0.22317316883531446,0.048730149363132254,0.35178307629721184,640,480,bgra8
1746003561.963838,camera_data_20250430_175913_000036.jpg,0.22916456653189818,0.05092929470093005,0.3517830635970512,640,480,bgra8
1746003562.1565466,camera_data_20250430_175913_000037.jpg,0.23515596659997526,0.053128440883428704,0.3517830687200945,640,480,bgra8
1746003562.3562298,camera_data_20250430_175913_000038.jpg,0.24114736831847566,0.05532758763606864,0.3517830531103701,640,480,bgra8
1746003562.5570648,camera_data_20250430_175913_000039.jpg,0.2471387685296011,0.057526733801327,0.3517830586889381,640,480,bgra8
1746003562.7563753,camera_data_20250430_175913_000040.jpg,0.2531301687193739,0.05972587999659702,0.3517830642447697,640,480,bgra8
1746003562.956865,camera_data_20250430_175913_000041.jpg,0.259121569666897,0.061925026510020256,0.3517830704621363,640,480,bgra8
1746003563.1562614,camera_data_20250430_175913_000042.jpg,0.27110437431971923,0.06632332063427025,0.35178306934284326,640,480,bgra8
1746003563.3562646,camera_data_20250430_175913_000043.jpg,0.27412413053045515,0.06737724896341998,0.319803933241412,640,480,bgra8
1746003563.5564623,camera_data_20250430_175913_000044.jpg,0.27564629268300583,0.06786787716454203,0.3038139432505132,640,480,bgra8
1746003563.756779,camera_data_20250430_175913_000045.jpg,0.2787131949794481,0.06877581639081035,0.2718337720742008,640,480,bgra8
1746003563.956493,camera_data_20250430_175913_000046.jpg,0.28025714817442715,0.06919289391138309,0.2558436243384763,640,480,bgra8
1746003564.156439,camera_data_20250430_175913_000047.jpg,0.2818075757623297,0.06958523184230661,0.23985344873741202,640,480,bgra8
1746003564.356638,camera_data_20250430_175913_000048.jpg,0.2833640806900216,0.06995272958045794,0.22386325209813474,640,480,bgra8
1746003564.5562236,camera_data_20250430_175913_000049.jpg,0.28649372736219975,0.07061283420063252,0.19188281511567404,640,480,bgra8
1746003564.757786,camera_data_20250430_175913_000050.jpg,0.28964288480623657,0.07117253157219214,0.159902341869591,640,480,bgra8
