timestamp,image_filename,x_position,y_position,theta,width,height,encoding
1746003564.956623,camera_data_20250430_175913_000051.jpg,0.2912237737679981,0.0714145444359741,0.14391209724436435,640,480,bgra8
1746003565.1562974,camera_data_20250430_175913_000052.jpg,0.29280833075158585,0.07163124869465007,0.12792184927236966,640,480,bgra8
1746003565.3573923,camera_data_20250430_175913_000053.jpg,0.29598682694114725,0.07198851613027629,0.09594134721878282,640,480,bgra8
1746003565.5561106,camera_data_20250430_175913_000054.jpg,0.29757995330374093,0.07212898792155663,0.07995109449941082,640,480,bgra8
1746003565.7562594,camera_data_20250430_175913_000055.jpg,0.305544632858708,0.07265192364404523,0.06396070452795849,640,480,bgra8
1746003565.9562905,camera_data_20250430_175913_000056.jpg,0.3119138186767215,0.07305985778071955,0.06396073282802313,640,480,bgra8
1746003566.1564033,camera_data_20250430_175913_000057.jpg,0.31828296668061906,0.07346778962071591,0.06396074369551252,640,480,bgra8
1746003566.3562424,camera_data_20250430_175913_000058.jpg,0.3246521116161374,0.07387572130976458,0.0639607470811036,640,480,bgra8
1746003566.5561285,camera_data_20250430_175913_000059.jpg,0.3310212640013563,0.07428365348975377,0.06396074801160137,640,480,bgra8
1746003566.757195,camera_data_20250430_175913_000060.jpg,0.33261634363459264,0.07439862662531366,0.0799501100580604,640,480,bgra8
1746003566.956544,camera_data_20250430_175913_000061.jpg,0.3358000487739271,0.07470501181883395,0.11192982583035208,640,480,bgra8
1746003567.156111,camera_data_20250430_175913_000062.jpg,0.33738783735878564,0.07489634522240143,0.1279198300449971,640,480,bgra8
1746003567.3563168,camera_data_20250430_175913_000063.jpg,0.3405532429493286,0.0753550494601543,0.1598999999627258,640,480,bgra8
1746003567.5561156,camera_data_20250430_175913_000064.jpg,0.34370238122047253,0.07591473556734982,0.19188031551959758,640,480,bgra8
1746003567.7565787,camera_data_20250430_175913_000065.jpg,0.3452698405328085,0.07623227199430581,0.20787050869344495,640,480,bgra8
1746003567.9570365,camera_data_20250430_175913_000066.jpg,0.3468320242450517,0.07657483119601263,0.22386071767243088,640,480,bgra8
1746003568.1565862,camera_data_20250430_175913_000067.jpg,0.3499389666316624,0.07733466106426226,0.25584116619460445,640,480,bgra8
1746003568.3574877,camera_data_20250430_175913_000068.jpg,0.35611380192014286,0.07894983332518814,0.25584124442915024,640,480,bgra8
1746003568.5566056,camera_data_20250430_175913_000069.jpg,0.3622882902452189,0.08056491529573914,0.25584130747200623,640,480,bgra8
1746003568.7562122,camera_data_20250430_175913_000070.jpg,0.3684627591315519,0.08217999254385994,0.2558413542463222,640,480,bgra8
1746003568.956597,camera_data_20250430_175913_000071.jpg,0.38081169933575215,0.08541014837388101,0.2558414076888994,640,480,bgra8
1746003569.156747,camera_data_20250430_175913_000072.jpg,0.3931606899338529,0.08864031785023124,0.25584142691263995,640,480,bgra8
1746003569.357128,camera_data_20250430_175913_000073.jpg,0.40550970964692307,0.09187049488278576,0.25584138222888736,640,480,bgra8
1746003569.556531,camera_data_20250430_175913_000074.jpg,0.41168423736547183,0.09348558862164785,0.2558416135187294,640,480,bgra8
1746003569.7564254,camera_data_20250430_175913_000075.jpg,0.4240332546260244,0.09671576671140733,0.25584151531030463,640,480,bgra8
1746003569.9566956,camera_data_20250430_175913_000076.jpg,0.43020776749403045,0.09833085668875914,0.25584151772722374,640,480,bgra8
1746003570.1568184,camera_data_20250430_175913_000077.jpg,0.43638228151651465,0.09994594699179551,0.25584152249646713,640,480,bgra8
1746003570.3563983,camera_data_20250430_175913_000078.jpg,0.442556796375815,0.10156103750454087,0.25584151494410046,640,480,bgra8
1746003570.5566545,camera_data_20250430_175913_000079.jpg,0.45027519614661726,0.1035931828116873,0.2718308007374041,640,480,bgra8
1746003570.7565348,camera_data_20250430_175913_000080.jpg,0.4533420662151727,0.10450110196152013,0.3038106016888032,640,480,bgra8
1746003570.956653,camera_data_20250430_175913_000081.jpg,0.4563783704294535,0.10550662938165342,0.33579074946291165,640,480,bgra8
1746003571.156245,camera_data_20250430_175913_000082.jpg,0.45938098653396764,0.10660873365923007,0.36777106159634876,640,480,bgra8
1746003571.3562598,camera_data_20250430_175913_000083.jpg,0.46234683688409084,0.10780628651068713,0.3997514685148014,640,480,bgra8
1746003571.5562263,camera_data_20250430_175913_000084.jpg,0.46527288435512065,0.10909806240623453,0.4317319287927117,640,480,bgra8
1746003571.7565136,camera_data_20250430_175913_000085.jpg,0.4681561341560747,0.1104827396892585,0.46371241756237264,640,480,bgra8
1746003571.9566617,camera_data_20250430_175913_000086.jpg,0.4709936362358051,0.11195890186489973,0.49569292010599336,640,480,bgra8
1746003572.1573517,camera_data_20250430_175913_000087.jpg,0.4737824879281171,0.11352503901047695,0.5276734280482579,640,480,bgra8
1746003572.3563793,camera_data_20250430_175913_000088.jpg,0.47651983574940665,0.11517954873895944,0.5596539517305688,640,480,bgra8
1746003572.556657,camera_data_20250430_175913_000089.jpg,0.48322229856118665,0.11951394022952015,0.5756442201514145,640,480,bgra8
1746003572.7593794,camera_data_20250430_175913_000090.jpg,0.488575969375864,0.12298826191946423,0.5756442259472581,640,480,bgra8
1746003572.956563,camera_data_20250430_175913_000091.jpg,0.4939296216361557,0.12646257161622554,0.5756442327384919,640,480,bgra8
1746003573.1566002,camera_data_20250430_175913_000092.jpg,0.5046369238548337,0.1334111896398346,0.5756442411140748,640,480,bgra8
1746003573.3562517,camera_data_20250430_175913_000093.jpg,0.5153442824530596,0.14035984433263332,0.5756442444386817,640,480,bgra8
1746003573.5561054,camera_data_20250430_175913_000094.jpg,0.5260516787528974,0.14730852355484697,0.5756442501357897,640,480,bgra8
1746003573.7567465,camera_data_20250430_175913_000095.jpg,0.5314053778230446,0.15078286380868297,0.5756442556872824,640,480,bgra8
1746003573.956564,camera_data_20250430_175913_000096.jpg,0.5367590759921176,0.15425720352470312,0.5756442624763268,640,480,bgra8
1746003574.1565125,camera_data_20250430_175913_000097.jpg,0.5421127737196336,0.15773154300684972,0.5756442695350034,640,480,bgra8
1746003574.3564425,camera_data_20250430_175913_000098.jpg,0.5488009361799875,0.16208713845201964,0.5916332260978108,640,480,bgra8
1746003574.5566766,camera_data_20250430_175913_000099.jpg,0.5501211959927801,0.16298965616065303,0.6076229809189617,640,480,bgra8
1746003574.7566545,camera_data_20250430_175913_000100.jpg,0.5527176063460656,0.1648574549894656,0.6396027540034782,640,480,bgra8
1746003574.9561214,camera_data_20250430_175913_000101.jpg,0.5552529838609004,0.16680733017754007,0.6715827063135585,640,480,bgra8
1746003575.15662,camera_data_20250430_175913_000102.jpg,0.5564969697170085,0.1678124249425489,0.6875727177810461,640,480,bgra8
1746003575.3584595,camera_data_20250430_175913_000103.jpg,0.5577247268039568,0.1688372826010506,0.7035627336955298,640,480,bgra8
1746003575.5562932,camera_data_20250430_175913_000104.jpg,0.5601302984438542,0.17094522936952108,0.7355426982415036,640,480,bgra8
1746003575.7566013,camera_data_20250430_175913_000105.jpg,0.5613074944045203,0.17202777602676655,0.7515325786946022,640,480,bgra8
1746003575.9570358,camera_data_20250430_175913_000106.jpg,0.5624672230533536,0.17312899915695473,0.7675222946722408,640,480,bgra8
1746003576.1564908,camera_data_20250430_175913_000107.jpg,0.5636091786875791,0.1742486071201628,0.7835116485124263,640,480,bgra8
1746003576.3565586,camera_data_20250430_175913_000108.jpg,0.5658383233978383,0.17654151531520876,0.8154831075957052,640,480,bgra8
1746003576.5564556,camera_data_20250430_175913_000109.jpg,0.566927376957594,0.17771689065977367,0.8315178701644101,640,480,bgra8
1746003576.7560623,camera_data_20250430_175913_000110.jpg,0.5690430776703569,0.18011311579748934,0.8634700753440706,640,480,bgra8
1746003576.9572108,camera_data_20250430_175913_000111.jpg,0.5700725092588016,0.18133695901165472,0.8794591469891899,640,480,bgra8
1746003577.1571884,camera_data_20250430_175913_000112.jpg,0.5720720743933333,0.1838333101215335,0.911438649956515,640,480,bgra8
1746003577.3562553,camera_data_20250430_175913_000113.jpg,0.5768705228007736,0.1902117021753904,0.9274279191417145,640,480,bgra8
1746003577.5566704,camera_data_20250430_175913_000114.jpg,0.5806991646846049,0.19531796784958463,0.9274275971646466,640,480,bgra8
1746003577.7564528,camera_data_20250430_175913_000115.jpg,0.5883564293095598,0.205530467498846,0.927427376095349,640,480,bgra8
1746003577.9569614,camera_data_20250430_175913_000116.jpg,0.5921850715231602,0.21063672933735134,0.927427336459896,640,480,bgra8
1746003578.156999,camera_data_20250430_175913_000117.jpg,0.5960137277467197,0.21574300953120273,0.9274273141073035,640,480,bgra8
1746003578.3561997,camera_data_20250430_175913_000118.jpg,0.6036710717275819,0.22595561150714538,0.9274272956906056,640,480,bgra8
1746003578.5562785,camera_data_20250430_175913_000119.jpg,0.6113284254133412,0.23616822626651568,0.927427297849794,640,480,bgra8
1746003578.7565544,camera_data_20250430_175913_000120.jpg,0.6151571011594023,0.24127453223047607,0.92742730251352,640,480,bgra8
1746003578.956427,camera_data_20250430_175913_000121.jpg,0.6228144525649685,0.25148714422389473,0.9274273153396064,640,480,bgra8
1746003579.1561942,camera_data_20250430_175913_000122.jpg,0.6304718065355829,0.26169975986072763,0.927427315283089,640,480,bgra8
1746003579.3562326,camera_data_20250430_175913_000123.jpg,0.6343004842925856,0.2668060686223793,0.9274273068300541,640,480,bgra8
1746003579.5563195,camera_data_20250430_175913_000124.jpg,0.6381291622766676,0.2719123775987844,0.9274272987208928,640,480,bgra8
1746003579.7565422,camera_data_20250430_175913_000125.jpg,0.6400885651154383,0.2744403832501648,0.8954472508784088,640,480,bgra8
1746003579.9565399,camera_data_20250430_175913_000126.jpg,0.642127805849197,0.2769044548932502,0.8634672009305104,640,480,bgra8
1746003580.1565573,camera_data_20250430_175913_000127.jpg,0.6431767183120634,0.2781117264848875,0.8474771276713875,640,480,bgra8
1746003580.3562517,camera_data_20250430_175913_000128.jpg,0.6453317847730465,0.28047519460968434,0.8154969102441851,640,480,bgra8
1746003580.5566,camera_data_20250430_175913_000129.jpg,0.6475613273772461,0.2827685532399314,0.783516612120684,640,480,bgra8
1746003580.7562869,camera_data_20250430_175913_000130.jpg,0.6487033171887823,0.283888204911062,0.7675264388122146,640,480,bgra8
1746003580.9566135,camera_data_20250430_175913_000131.jpg,0.6510402732032109,0.2860720204022872,0.7355460554187188,640,480,bgra8
1746003581.1561294,camera_data_20250430_175913_000132.jpg,0.6534458644777479,0.28817999766557206,0.7035656360345519,640,480,bgra8
1746003581.3560574,camera_data_20250430_175913_000133.jpg,0.6546736319750514,0.2892048698485259,0.6875754167490078,640,480,bgra8
1746003581.5565124,camera_data_20250430_175913_000134.jpg,0.6559176301276972,0.2902099798794132,0.6715851926523277,640,480,bgra8
1746003581.7562587,camera_data_20250430_175913_000135.jpg,0.6571775408060643,0.29119507069285305,0.6555949646663416,640,480,bgra8
1746003581.9569478,camera_data_20250430_175913_000136.jpg,0.6597438070144355,0.29310419213890376,0.623614499854839,640,480,bgra8
1746003582.1569633,camera_data_20250430_175913_000137.jpg,0.6649250095952014,0.29683144546618256,0.623614669751428,640,480,bgra8
1746003582.3564663,camera_data_20250430_175913_000138.jpg,0.6752867693332716,0.30428549040204367,0.6236148065397451,640,480,bgra8
1746003582.5563908,camera_data_20250430_175913_000139.jpg,0.6804676629613976,0.3080125233113893,0.6236148302237333,640,480,bgra8
1746003582.7565672,camera_data_20250430_175913_000140.jpg,0.6908294809206864,0.3154666116028914,0.6236148528899638,640,480,bgra8
1746003582.956393,camera_data_20250430_175913_000141.jpg,0.6960104119911564,0.31919367173844837,0.623614857880662,640,480,bgra8
1746003583.1569874,camera_data_20250430_175913_000142.jpg,0.7063722931984954,0.32664780578336566,0.6236148587801809,640,480,bgra8
1746003583.35674,camera_data_20250430_175913_000143.jpg,0.7115532337422914,0.33037487274617505,0.6236148551263979,640,480,bgra8
1746003583.5566087,camera_data_20250430_175913_000144.jpg,0.7167341725771806,0.33410193844519787,0.6236148500210716,640,480,bgra8
